Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,ANNUAL TOTAL,Year
"ZOOX, INC",AVT012,5TDDCRFH6GS018312,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH6GS015023,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH3GS018641,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH7GS019386,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH2GS015522,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH3GS015299,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH9GS017543,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH9GS018790,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH4GS018132,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFHXGS018510,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH7GS018805,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH7GS017587,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDCRFH8GS013905,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
"ZOOX, INC",AVT012,5TDDGRFH6HS021720,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
AIMOTIVE INC.,AVT036,4T1B21HK6KU514747,462.0,249,216,819,1427,1857,1139,1623,458,111,344,654,453,9350,2022
AIMOTIVE INC.,AVT036,4T1B21HK3KU514477,218.0,0,0,0,0,0,1022,1458,651,969,342,466,957,5865,2022
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,3LN6L5LU2HR615153,0.0,50.2,51.1,58.3,100.9,79.9,76.7,118.5,70.4,171.6,88,194,82.5,1142.1,2022
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,2C4RC1N77LR190366,0.0,168,205.1,45.4,45.6,61.5,59,108.5,42.8,44.5,4,0,40,824.4,2022
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,2C4RC1N71LR252232,0.0,0,0,0,126.4,15.2,0,0,0,0,0,0,0,141.6,2022
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,3LN6L2LU4GR629715,0.0,41.8,33.5,0,34.2,0,2.5,13.3,0,0,0,202.1,41.5,368.9,2022
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,2T2BGMCA5JC021381,0.0,0,0,,,,,,,,,,,0,2022
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,3LN6L2LU5GR607996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
APOLLO AUTONOMOUS DRIVING USA LLC,AVT015,3LN6L5LU1HR627987,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
APPLE INC.,AVT030,2T2BGMCA0GC007400,286.0,12.9,16.1,177.5,8.7,0.4,839.1,1043.2,830.9,1273.1,707.3,1506.2,2068.4,8484.1,2022
APPLE INC.,AVT030,2T2BGMCA0GC007946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.4,0.0,1.4,2022
APPLE INC.,AVT030,2T2BGMCA0HC014753,112.0,0.0,7.6,223.8,0.0,0.0,170.7,29.5,117.8,696.4,5.2,720.0,0.0,1971.2,2022
APPLE INC.,AVT030,2T2BGMCA0HC015899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA0HC019225,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.3,1384.0,1521.5,432.7,0.0,3605.4,2022
APPLE INC.,AVT030,2T2BGMCA0HC019709,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.3,2022
APPLE INC.,AVT030,2T2BGMCA0HC019919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCA0HC019967,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2022
APPLE INC.,AVT030,2T2BGMCA0HC020083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCA1HC016933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA2GC003882,409.0,0.0,193.8,912.0,271.7,457.4,747.9,385.1,720.4,1578.1,299.8,998.7,1201.8,7766.8,2022
APPLE INC.,AVT030,2T2BGMCA2GC007754,2.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.3,2022
APPLE INC.,AVT030,2T2BGMCA2GC008418,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCA2HC012521,311.0,431.9,657.9,752.3,178.2,0.0,0.0,483.6,672.4,175.8,1280.0,1681.8,1577.4,7891.3,2022
APPLE INC.,AVT030,2T2BGMCA2HC019338,0.0,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.9,2022
APPLE INC.,AVT030,2T2BGMCA2HC020151,24.0,0.0,0.0,0.0,0.0,103.2,16.1,10.5,9.4,0.0,0.0,0.0,0.0,139.2,2022
APPLE INC.,AVT030,2T2BGMCA3GC007861,118.0,1.3,89.1,110.9,0.0,334.6,368.5,58.6,91.6,0.0,0.0,0.0,0.0,1054.6,2022
APPLE INC.,AVT030,2T2BGMCA3GC007911,106.0,0.0,30.4,271.6,329.1,0.0,0.4,0.0,177.6,37.9,32.9,0.4,1310.3,2190.6,2022
APPLE INC.,AVT030,2T2BGMCA3HC014584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCA3HC020062,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA4GC005228,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA4HC016912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA4HC019826,37.0,0.5,0.0,0.0,210.3,122.5,85.8,0.0,593.7,267.7,0.0,27.9,192.8,1501.1,2022
APPLE INC.,AVT030,2T2BGMCA4HC020118,204.0,477.6,0.0,125.0,0.0,0.0,0.0,597.1,819.4,1208.3,424.9,1571.1,972.8,6196.2,2022
APPLE INC.,AVT030,2T2BGMCA5HC014389,294.0,0.0,0.0,0.0,0.0,344.6,278.6,426.3,1078.8,1153.7,1000.4,1916.8,1479.3,7678.6,2022
APPLE INC.,AVT030,2T2BGMCA5HC019219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA5HC019432,692.0,0.0,0.0,524.2,403.5,673.5,1080.2,588.2,616.8,1872.8,1631.5,1590.7,926.9,9908.3,2022
APPLE INC.,AVT030,2T2BGMCA5HC019737,1.0,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2,2022
APPLE INC.,AVT030,2T2BGMCA5HC019818,209.0,44.4,92.9,60.1,0.0,0.0,186.8,202.1,692.9,991.3,1043.9,1407.4,1614.2,6335.9,2022
APPLE INC.,AVT030,2T2BGMCA6HC019228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA7GC003781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,2022
APPLE INC.,AVT030,2T2BGMCA7GC007068,117.0,0.0,0.0,0.0,0.0,0.4,509.0,841.0,597.1,13.0,6.3,15.2,5.4,1987.5,2022
APPLE INC.,AVT030,2T2BGMCA8GC003823,162.0,0.0,0.0,473.3,405.3,637.4,986.3,848.9,741.3,1285.4,1612.6,0.0,1143.5,8134.1,2022
APPLE INC.,AVT030,2T2BGMCA8GC007371,131.0,0.0,0.0,62.8,0.4,72.0,835.9,414.1,639.9,840.9,265.3,0.0,48.8,3180.3,2022
APPLE INC.,AVT030,2T2BGMCA8GC008505,774.0,580.4,723.6,417.2,495.6,594.3,614.2,763.1,1011.7,1682.9,1998.5,1612.8,1146.5,11640.8,2022
APPLE INC.,AVT030,2T2BGMCA8HC016136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCA8HC017772,159.0,0.0,0.0,0.0,0.0,0.0,0.0,504.9,737.1,849.0,1147.2,592.1,17.4,3847.8,2022
APPLE INC.,AVT030,2T2BGMCA8HC019411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCA8HC019540,240.0,0.0,0.0,0.4,6.9,110.1,332.0,553.8,978.6,222.9,865.4,336.0,0.0,3406.2,2022
APPLE INC.,AVT030,2T2BGMCA8HC020137,4.0,0.0,0.0,19.0,3.6,183.1,286.8,0.0,0.0,0.0,0.0,0.0,0.0,492.5,2022
APPLE INC.,AVT030,2T2BGMCA9GC007394,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2022
APPLE INC.,AVT030,2T2BGMCA9GC008464,189.0,0.0,0.0,0.0,0.0,258.3,383.0,586.6,1294.0,822.1,722.6,453.2,87.8,4607.5,2022
APPLE INC.,AVT030,2T2BGMCA9HC019126,625.0,165.4,801.2,596.4,665.7,683.6,778.3,962.2,1222.9,942.2,1690.9,1317.6,1620.5,11446.7,2022
APPLE INC.,AVT030,2T2BGMCA9HC019305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA9HC019532,50.0,250.5,577.3,584.9,279.0,199.1,126.1,0.0,0.0,41.7,0.0,426.0,330.0,2814.6,2022
APPLE INC.,AVT030,2T2BGMCAXGC006416,272.0,0.0,0.0,0.0,0.0,0.0,161.0,763.1,1212.5,1332.8,760.4,0.0,641.6,4871.4,2022
APPLE INC.,AVT030,2T2BGMCAXHC018051,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCAXHC018082,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2022
APPLE INC.,AVT030,2T2BGMCAXHC020026,119.0,295.5,0.0,351.7,475.6,0.0,121.4,825.2,497.2,1136.3,141.1,0.0,0.0,3844.0,2022
APPLE INC.,AVT030,2T2BGMCA2GC007334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA1GC008135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA6GC007983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA2GC004112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA8GC008424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA8GC003871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA7GC008382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA5GC006145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA2GC005566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA7HC017262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA1HC014096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA8HC019876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCAXHC014310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA2HC019890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA2HC019968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA4HC016845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA0HC016082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCAXHC019927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA7HC014877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
APPLE INC.,AVT030,2T2BGMCA6HC016667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
"ARGO AI, LLC",AVT066,1FMCU0DZ2LUA86415,0.0,0,0,0,0,0,0,0,0,0,105.11,528.38,0,633.49,2022
"ARGO AI, LLC",AVT066,1FMCU0DZ3LUA86374,1.0,0,0,0,0,0,74.72,748.19,466.58,398.67,291.18,663.22,0,2642.56,2022
"ARGO AI, LLC",AVT066,1FMCU0DZ3LUB20720,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"ARGO AI, LLC",AVT066,1FMCU0DZ5LUB20718,0.0,0,193.75,242.53,116.87,0,0,0,0,0,0,0,0,553.15,2022
"ARGO AI, LLC",AVT066,1FMCU0DZ8LUB20650,0.0,0,0,0,0,391.91,635.63,593.97,482.22,523.03,403.57,656.41,0,3686.74,2022
"ARGO AI, LLC",AVT066,1FMCU0DZ8LUB20731,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"ARGO AI, LLC",AVT066,1FMCU0DZXLUB20651,0.0,0,0,0,0,508.08,136.09,0,0,0,301.75,534.38,0,1480.3,2022
"ARGO AI, LLC",AVT066,1FMCU0DZXLUB20665,0.0,0,0,0,0,0,5.5,772.77,325.87,485.89,439.24,522.67,0,2551.94,2022
"ARGO AI, LLC",AVT066,3FA6P0MU2KR100080,0.0,0,0,468.37,220.1,380.77,437.65,0,0,0,0,0,0,1506.89,2022
"ARGO AI, LLC",AVT066,3FA6P0MU2KR100094,0.0,0,45.8,498.58,305.23,88.8,291.28,0,0,0,0,0,0,1229.69,2022
"ARGO AI, LLC",AVT066,3FA6P0MU4KR100114,0.0,0,16.97,225.25,260.87,228.11,349.14,0,0,0,0,0,0,1080.34,2022
"ARGO AI, LLC",AVT066,3FA6P0MU6KR100163,0.0,0,33.78,283.38,473.92,239.84,287.19,0,0,0,0,0,0,1318.11,2022
"ARGO AI, LLC",AVT066,3FA6P0MU6KR100163,0.0,0,55.14,944.19,507.21,370.88,80.18,0,0,0,0,0,0,1957.6,2022
"AURORA OPERATIONS, INC.",AVT037,5TDYRKEC7MS056267,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.28,12.58,0.00,25.86,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N77LR196426,0.0,1415,1709,1679,1598,226,0,0,0,0,0,0,0,"6,627",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N79LR196427,0.0,477,1681,542,0,0,0,0,0,0,0,0,0,"2,700",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR287877,1.0,1503,1656,1749,1676,0,0,0,0,153,268,764,502,"8,271",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR289824,0.0,354,280,1595,1613,321,484,0,352,199,181,83,0,"5,462",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N79LR289822,0.0,74,1591,1658,0,0,0,0,531,567,316,753,491,"5,981",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N70LR289823,0.0,0,14,423,1546,375,103,0,0,0,0,0,0,"2,461",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR289825,0.0,0,0,217,88,295,0,0,0,0,0,0,0,600,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR287880,0.0,0,0,196,79,307,403,1399,1204,1251,945,138,0,"5,922",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR287882,0.0,0,0,0,63,64,191,0,0,0,0,0,0,318,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR287878,0.0,0,0,0,96,0,512,1460,1158,1006,778,242,256,"5,508",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR287879,0.0,0,0,72,108,0,272,0,0,0,232,835,912,"2,431",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR287881,0.0,0,0,0,0,0,538,495,483,0,174,298,575,"2,563",2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N78LR239994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N79LR235193,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235904,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N7XLR235087,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N71LR235088,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235089,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235188,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N77LR235189,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235190,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235191,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N77LR235192,0.0,0,0,0,0,0,0,0,0,0,0,0,138,138,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N70RL235194,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR235195,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR235196,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR235197,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N78LR235198,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N7XLR235199,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N72LR235200,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N74LR235201,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N76LR235202,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N78LR235203,0.0,0,0,0,0,0,0,0,0,0,0,0,59,59,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N7XLR235204,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N71LR235205,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235206,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N75LR235207,0.0,0,0,0,0,0,0,0,0,0,0,0,273,273,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73LR235903,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5LU1HR637709,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5MU9JR614778,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5MU5JR618391,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,3LN6L5MUXJR626177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,3NL6L5MU8JR628090,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
"AUTOX TECHNOLOGIES, INC",AVT021,2C4RC1N73JR229418,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
CRUISE LLC,AVT008,5G21A6P0XL4100045,0.0,919.80,"1,926.89","2,024.50","2,096.48","1,769.08",732.62,"1,255.24","1,095.08","1,910.23","1,197.42","1,871.53","2,251.59","19,050.46",2022
CRUISE LLC,AVT008,5G21A6P07L4100083,0.0,"2,106.50","2,354.92","2,263.49","2,361.84","2,467.89",593.32,"1,356.41","1,375.95","1,172.88",844.87,300.84,538.51,"17,737.42",2022
CRUISE LLC,AVT008,5G21A6P04L4100140,1.0,633.68,"2,208.76",875.70,"1,370.71","1,892.66","1,749.73",935.42,710.05,"1,004.96","1,377.89","1,935.80","2,402.07","17,097.43",2022
CRUISE LLC,AVT008,5G21A6P00L4100068,0.0,124.49,"2,592.20","2,157.03","2,380.92","1,937.95",950.93,590.66,"1,840.88","1,289.93",664.44,624.10,"1,227.80","16,381.33",2022
CRUISE LLC,AVT008,5G21A6P02L4100136,0.0,996.42,"1,885.22","1,435.31","1,344.14","1,963.85","1,069.23","1,670.42","1,626.01","1,332.34","1,316.66",741.37,808.64,"16,189.61",2022
CRUISE LLC,AVT008,5G21A6P08L4100142,0.0,"1,996.26","2,623.44","1,648.52","2,324.82","2,388.16",604.45,"1,524.14",863.92,673.78,716.01,43.27,699.11,"16,105.88",2022
CRUISE LLC,AVT008,5G21A6P09L4100070,0.0,"1,891.71","2,198.43","1,486.86","1,922.36","1,776.83","1,029.10","1,508.54","1,391.46",224.61,589.25,"1,077.77",863.04,"15,959.96",2022
CRUISE LLC,AVT008,5G21A6P00L4100085,0.0,976.82,"2,108.27","2,074.64","2,218.24","1,764.34","1,160.66",556.48,"1,187.88",725.35,"1,077.82",895.31,"1,100.12","15,845.93",2022
CRUISE LLC,AVT008,5G21A6P05N4121596,1.0,0.00,0.00,0.00,"2,304.62","2,029.12","1,146.78","1,495.85","1,012.57","1,792.98",880.20,"2,917.12","2,242.64","15,821.88",2022
CRUISE LLC,AVT008,5G21A6P06L4100057,0.0,"1,751.00","1,665.85","1,620.60","1,819.79","1,512.73","1,052.86","1,502.30",327.71,"1,280.69","1,339.40",789.84,"1,031.40","15,694.17",2022
CRUISE LLC,AVT008,5G21A6P03L4100047,0.0,"1,914.15","2,279.54","1,662.82","1,641.82","1,902.27",666.57,398.52,"1,234.98","1,092.86","1,013.52","1,113.39",723.99,"15,644.43",2022
CRUISE LLC,AVT008,5G21A6P07L4100004,0.0,"1,958.91","2,302.77","1,844.24","1,552.88","1,553.95",537.22,"1,211.96","1,138.66",963.94,669.12,426.61,"1,361.89","15,522.15",2022
CRUISE LLC,AVT008,5G21A6P02L4100086,0.0,"1,315.03","2,660.91","2,028.81","1,830.05","2,021.59",536.61,911.95,530.10,"1,526.21",353.79,328.24,"1,179.69","15,222.98",2022
CRUISE LLC,AVT008,5G21A6P09L4100117,0.0,"1,885.73","2,250.27","1,551.90","1,757.23","1,616.54",692.92,"1,074.06",913.20,"2,064.16",784.04,0.00,434.10,"15,024.15",2022
CRUISE LLC,AVT008,5G21A6P02N4121622,1.0,0.00,0.00,0.00,813.24,"2,048.35","1,338.96","1,711.17",699.09,"1,375.76","2,476.92","2,412.00","2,139.11","15,014.60",2022
CRUISE LLC,AVT008,5G21A6P01L4100046,0.0,"1,767.83","2,301.12","1,706.40","2,555.22","2,094.07",858.88,"1,222.91","1,050.23",643.69,277.77,46.24,0.00,"14,524.36",2022
CRUISE LLC,AVT008,5G21A6P01N4121594,0.0,0.00,0.00,975.42,"1,264.77","1,413.19","1,622.58","1,194.83",175.44,"1,778.49","1,812.38","1,989.95","1,977.07","14,204.12",2022
CRUISE LLC,AVT008,5G21A6P06L4100124,0.0,"1,930.91","2,470.69","2,186.46","2,122.48","1,951.01",485.88,436.56,0.00,"1,157.99",461.59,333.42,520.56,"14,057.55",2022
CRUISE LLC,AVT008,5G21A6P07N4121597,0.0,0.00,0.00,"1,836.77","2,602.83","2,068.04","1,017.65","1,826.14",983.70,172.71,344.84,"1,054.97","1,941.99","13,849.64",2022
