Manufacturer,Permit Number,VIN NUMBER,Annual Total of Disengagements,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,ANNUAL TOTAL,Year
WAYMO LLC,AVT003,SADHW2S11M1617186,1.0,915.3,996,1329.7,500.6,2410.8,1792,592.2,403.8,413.2,417.2,298.7,436.3,10505.8,2022
WAYMO LLC,AVT003,SADHW2S15M1617109,0.0,884.5,836.6,1235.5,891.7,232.8,289.7,49.8,158.5,1094.9,487.8,1107.9,165.2,7434.9,2022
WAYMO LLC,AVT003,SADHW2S10M1617101,2.0,639.3,1622.6,1641.1,1930.9,1415.5,1176.4,617.3,141.5,401,430.2,120.7,262.7,10399.3,2022
WAYMO LLC,AVT003,SADHW2S10M1617633,1.0,341.7,189.3,1248.9,1182.4,2484,1150.4,968.4,768.2,513.6,1314.7,1551.7,2875.9,14589.3,2022
WAYMO LLC,AVT003,SADHW2S10M1616904,0.0,0,931.4,1092.6,1467.4,626.8,805.8,159.4,842.7,2263.6,2080,845.7,2397.9,13513.4,2022
WAYMO LLC,AVT003,SADHW2S14M1617599,0.0,902.8,1509.1,2100,1972,2071,181.2,0,741.4,494.9,0.1,458.9,494.2,10925.5,2022
WAYMO LLC,AVT003,SADHW2S16M1617541,4.0,324.4,1011.2,1909.9,861.8,2130.7,3061.8,376.7,194.1,624.6,86.3,159.1,172.3,10912.9,2022
WAYMO LLC,AVT003,SADHW2S10M1617227,0.0,549.3,1352.5,1932.1,2400.2,2148.5,1881.9,300.3,0,324.1,433.3,101.3,306.8,11730.3,2022
WAYMO LLC,AVT003,SADHW2S17M1617550,0.0,729,510.7,2248.3,1557.3,1209.4,467.1,1152.3,0,15,258.8,0,0,8147.9,2022
WAYMO LLC,AVT003,SADHW2S13M1617268,0.0,488.1,777,1317.8,1030.4,484.1,1273.3,59.8,161.6,113.9,1694.8,2117.1,6.9,9524.8,2022
WAYMO LLC,AVT003,SADHW2S16M1617619,0.0,295.4,826.4,1558.1,2786.5,2131.6,801.8,748.8,256.2,392.3,353.1,490.6,319.3,10960.1,2022
WAYMO LLC,AVT003,SADHW2S16M1617555,0.0,570,1061.8,1212.9,2388.6,1760.4,1518.5,31.1,0,390.6,329.4,1234.6,1307.9,11805.8,2022
WAYMO LLC,AVT003,SADHW2S11M1617219,0.0,625.3,1440.1,1016.6,2609.5,2516.9,2150.8,212.3,299,762.8,137.8,574.8,701.4,13047.4,2022
WAYMO LLC,AVT003,SADHW2S14M1617327,0.0,262.7,837.5,1650.1,1189.8,2171,1957.2,10.6,0,970.8,908.2,1679,2057.6,13694.5,2022
WAYMO LLC,AVT003,SADHW2S10M1617177,2.0,285,760.5,905.5,2618.4,3204.7,949.8,233.6,100.6,66.8,754.2,252.7,425.3,10557.1,2022
WAYMO LLC,AVT003,SADHW2S17M1615653,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,SADHW2S13M1615505,0.0,530.2,16.9,90.4,0,0,0,0,0,0,0,0,825.5,1463,2022
WAYMO LLC,AVT003,SADHW2S18M1617086,0.0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,2022
WAYMO LLC,AVT003,SADHW2S15M1616008,1.0,0,604.4,1569.4,371.7,0,40.6,595.2,400,174.7,576,891.9,737,5960.7,2022
WAYMO LLC,AVT003,2C4RC1K71HR534642,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR534643,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR534637,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR534641,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR534652,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR534644,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR534635,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR534667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR534680,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR534691,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR534701,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR534672,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR534676,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR534686,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR534640,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR534674,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR534699,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR534705,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR534664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR534666,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR534703,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR534710,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR534704,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR534677,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR534660,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR534687,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR534645,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR534665,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR534670,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR534662,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR534659,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR534647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR534694,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR534696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR534650,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR534684,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR534697,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR534681,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR534695,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR534693,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR534653,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR534673,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR534698,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR534658,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR534708,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR695701,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR695702,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR695698,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR695696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR695697,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR695700,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR695690,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR695691,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR695705,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR695706,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR695699,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR833838,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR812331,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR822193,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR797365,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR833854,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR797399,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR797353,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR805485,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR822192,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR797375,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR833870,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR797386,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR824232,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR797317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR805510,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR797294,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR833796,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR833772,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR822205,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR797324,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR827262,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR805481,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR805512,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR805453,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR827238,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR797381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR797398,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR824255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR833859,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR805497,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR833808,0.0,0,27.4,8.3,0,0,0,0,0,0,0,0,0,35.7,2022
WAYMO LLC,AVT003,2C4RC1K78HR805518,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR797355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR797318,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR797404,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR797378,0.0,17.2,45.9,0,0,0,0,0,0,0,0,0,0,63,2022
WAYMO LLC,AVT003,2C4RC1K70HR797379,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR833759,0.0,3,0,0,0,0,0,0,0,0,0,0,0,3,2022
WAYMO LLC,AVT003,2C4RC1K7XHR822188,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR805523,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR797405,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR797298,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR786120,0.0,39.6,8,3.2,0,0,0,0,0,0,0,0,0,50.8,2022
WAYMO LLC,AVT003,2C4RC1K75HR805461,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR805508,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR786122,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR827264,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR827234,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR805465,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR833841,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR822194,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR833769,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR797415,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR833842,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR797293,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR822207,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR833873,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR827253,0.0,0,25.1,0,0,0,0,0,0,0,0,0,0,25.1,2022
WAYMO LLC,AVT003,2C4RC1K79HR786123,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR833756,0.0,5.8,0,0,0,0,0,0,0,0,0,0,0,5.8,2022
WAYMO LLC,AVT003,2C4RC1K76HR833785,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR833885,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR805489,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR805467,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR827242,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR824243,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR836181,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR805466,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR833867,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR805486,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR824259,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR822208,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR833810,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K78HR797338,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR797354,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR833835,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR833877,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR827265,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR805478,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR797361,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR824227,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR797295,0.0,0.1,21.3,0,0,0,0,0,0,0,0,0,0,21.4,2022
WAYMO LLC,AVT003,2C4RC1K73HR833856,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR786121,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR797322,0.0,0,21.9,0,6,0,0,0,0,0,0,0,0,27.9,2022
WAYMO LLC,AVT003,2C4RC1K74HR797367,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR833889,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR833816,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K76HR824228,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR797389,0.0,2.4,49.3,11.9,0,0,0.3,0,0,0,0,0,0,64,2022
WAYMO LLC,AVT003,2C4RC1K7XHR827231,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR827239,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR833879,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K74HR805516,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR805455,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR805490,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K79HR822215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR797330,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR805488,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR833857,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K72HR836179,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR833858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR797325,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR797345,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K71HR797343,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR797358,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K77HR833827,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K73HR833758,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K70HR827271,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR797308,0.0,0.5,19.8,0,0,0,0,0,0,0,0,0,0,20.3,2022
WAYMO LLC,AVT003,2C4RC1K79HR833778,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K7XHR833787,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WAYMO LLC,AVT003,2C4RC1K75HR797362,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
WERIDE CORP,AVT034,3LN6L5LU1HR638729,0.0,47.00,148.80,0.00,260.40,595.20,446.40,1242.90,1802.00,1986.30,372.00,1482.31,647.76,9031.07,2022
WERIDE CORP,AVT034,3LN6L5MU2HR654727,0.0,0.00,0.00,751.90,0.00,0.00,111.60,1307.90,0.00,0.00,0.00,0.00,0.00,2171.40,2022
WERIDE CORP,AVT034,3LN6L5MU1HR637773,0.0,27.20,0.00,313.10,1490.80,1935.40,483.60,1116.00,37.20,37.20,0.00,0.00,0.00,5440.50,2022
WERIDE CORP,AVT034,1N4AZ1CP5JC315505,0.0,0.00,0.00,0.00,0.00,369.70,74.40,97.20,0.00,0.00,135.18,2.67,0.00,679.15,2022
WERIDE CORP,AVT034,1N4AZ1CP3KC301099,1.0,221.50,415.20,1439.60,1660.40,805.60,902.85,1258.20,1158.40,1542.00,581.49,1161.06,1091.93,12238.23,2022
WERIDE CORP,AVT034,1N4AZ1CP6KC305048,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.40,431.00,294.18,344.02,1250.10,2348.70,2022
WERIDE CORP,AVT034,1N4AZ1CP2KC305130,0.0,0.00,0.00,58.75,982.50,718.20,228.00,47.00,0.00,0.00,0.00,0.00,0.00,2034.45,2022
WERIDE CORP,AVT034,1N4AZ1CP0KC303358,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022
WERIDE CORP,AVT034,1N4AZ1CP5KC307681,1.0,69.50,1164.50,1206.90,1552.30,2056.50,1453.85,234.00,29.50,0.00,876.93,394.35,452.39,9490.72,2022
WERIDE CORP,AVT034,1N4AZ1CP2KC305743,0.0,406.10,1058.60,786.00,177.40,251.40,0.00,0.00,100.70,491.00,447.75,475.91,423.70,4618.57,2022
WERIDE CORP,AVT034,1N4AZ1CP4KC303668,1.0,180.00,507.70,751.90,2194.80,2147.00,920.55,1079.70,1332.50,1622.70,592.46,471.94,812.83,12614.07,2022
WERIDE CORP,AVT034,1N4AZ1CP4KC305551,0.0,0.00,9.00,0.00,528.50,417.00,246.50,271.10,234.50,99.00,0.00,353.47,53.53,2212.60,2022
WERIDE CORP,AVT034,1NSCZ1CV2PC550346,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022
WERIDE CORP,AVT034,1N4CZ1CV1PC550208,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,2022
WERIDE CORP,AVT034,1N4CZ1CV8PC550139,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.56,543.53,551.08,2022
WERIDE CORP,AVT034,1N4CZ1CV3PC550100,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1130.00,1130.00,2022
WERIDE CORP,AVT034,1N4CZ1CV5PC551541,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2022
ZOOX INC,AVT012,~6725,0.0,122,0,0,330,689,1114,1424,1564,1452,1682,2007,641,11025,2022
ZOOX INC,AVT012,~7703,0.0,0,0,0,0,0,0,2,0,0,0,0,0,2,2022
ZOOX INC,AVT012,~7625,0.0,75,32,32,511,1413,584,185,1401,904,1360,1309,959,8765,2022
ZOOX INC,AVT012,~6144,0.0,620,0,0,0,156,701,1233,1279,946,748,359,889,6931,2022
ZOOX INC,AVT012,~5942,0.0,0,0,0,0,0,0,0,0,597,1715,1228,942,4482,2022
ZOOX INC,AVT012,~9989,0.0,0,13,0,45,828,1095,953,1887,1134,1326,965,904,9150,2022
ZOOX INC,AVT012,~5009,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
ZOOX INC,AVT012,~5016,0.0,122,1630,564,806,850,930,1394,1803,1333,836,1051,917,12236,2022
ZOOX INC,AVT012,~8642,0.0,49,2049,906,50,851,1131,1174,1371,984,1536,2980,2594,15675,2022
ZOOX INC,AVT012,~0015,1.0,98,403,1230,835,934,1317,770,1267,1105,707,56,0,8722,2022
